name,category,country_code,region,city,status,funding_total_usd,funding_rounds,founded_at,first_funding_at,last_funding_at
TNT Crowd,Education & EdTech,KOR,Seoul,Seoul,operating,360860.0,2,2012-07-24,2012-08-01,2013-01-31
TNT Luxury Group,Technology,HKG,Hong Kong,Hong Kong,operating,41250.0,1,2012-10-12,2014-07-01,2014-07-01
TNX Corp,Other,ARG,Buenos Aires,Buenos Aires,operating,40000.0,1,2001-01-01,2012-12-01,2012-12-01
to-BBB,Health & Biotechnology,NLD,The Hague,Leiden,operating,29580831.0,5,2003-01-01,2007-07-06,2014-07-02
to be,Business Services,USA,New York City,New York,operating,600000.0,1,2011-05-29,2012-09-21,2012-09-21
To Door,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2010-05-24,2011-10-25,2011-10-25
TO Investor,Health & Biotechnology,USA,Long Island,Carle Place,closed,3125000.0,1,2012-07-03,2015-07-23,2015-07-23
To Soil Less,Agriculture & Environment,USA,"Washington, D.C.",Washington,operating,60000.0,1,2009-04-01,2015-01-20,2015-01-20
To8to,Business Services,CHN,Shenzhen,Shenzhen,operating,216480000.0,2,2008-07-01,2014-02-18,2015-03-12
TOA Technologies,Technology,USA,Cleveland,Beachwood,acquired,96200000.0,3,2003-01-01,2008-06-03,2013-07-16
Toad Medical,Health & Biotechnology,USA,NV - Other,Washoe Valley,operating,550000.0,1,2010-07-20,2013-08-08,2013-08-08
Toast,Analytics & Data,USA,Boston,Boston,operating,2950000.0,1,2011-12-22,2015-08-06,2015-08-06
Toast,Technology,Unknown,Unknown,Unknown,operating,865931.0,2,2013-07-23,2015-04-11,2015-10-09
TOBESOFT,Technology,KOR,Seoul,Seoul,ipo,1500000.0,1,2004-11-14,2006-08-03,2006-08-03
Tobii AB,Health & Biotechnology,SWE,Danderyd,Danderyd,ipo,71779200.0,4,2001-08-19,2007-03-26,2014-08-14
Tobira Therapeutics,Health & Biotechnology,USA,Newark,Manalapan,ipo,85999999.0,5,2004-07-13,2007-08-02,2014-06-30
Toborrow,Finance & FinTech,SWE,Stockholm,Stockholm,operating,2392433.0,1,2013-01-01,2014-06-03,2014-06-03
Tobosu.com,Technology,Unknown,Unknown,Unknown,operating,8147745.0,1,2007-01-01,2014-03-01,2014-03-01
Tobuy,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2012-07-31,2014-01-01,2014-01-01
Toca Boca,Media & Entertainment,SWE,Stockholm,Stockholm,operating,851679.5,1,2010-01-01,2010-09-01,2010-09-01
Tocagen,Health & Biotechnology,USA,San Diego,San Diego,operating,89201970.0,8,2007-01-01,2009-06-02,2015-08-10
tocario,Technology,DEU,Stuttgart,Stuttgart,operating,850000.0,1,2011-01-01,2012-12-01,2012-12-01
Tocobox Inc.,Technology,USA,Boston,Waltham,operating,500000.0,1,2013-01-17,2014-01-01,2014-01-01
Todacell,Marketing & Advertising,ISR,Tel Aviv,Ra'anana,operating,4350000.0,4,2007-01-01,2007-08-01,2012-06-20
Todaytickets,Media & Entertainment,Unknown,Unknown,Unknown,acquired,1550000.0,1,2013-04-01,2013-04-01,2013-04-01
TodayTix,E-Commerce & Retail,USA,New York City,New York,operating,6682500.0,2,2013-03-01,2013-07-15,2014-11-20
TodoCast TV,Media & Entertainment,USA,"Orange County, California",San Juan Capistrano,operating,1636120.0,1,2009-03-01,2011-12-19,2011-12-19
Toflo,Finance & FinTech,IND,Mumbai,Mumbai,operating,3200000.0,1,2015-01-01,2015-09-01,2015-09-01
Togally.com,Technology,Unknown,Unknown,Unknown,operating,290500.0,2,2013-07-01,2013-11-30,2015-03-01
Together Clinic,Health & Biotechnology,USA,Omaha,Lincoln,operating,500000.0,1,2013-01-01,2014-12-19,2014-12-19
Rivet,Technology,USA,Austin,Austin,operating,8755000.0,2,2013-01-01,2013-07-11,2013-09-12
Togethera,Media & Entertainment,GBR,London,London,operating,713434.0,2,2013-01-01,2014-02-09,2015-09-07
TogetherSoft,Technology,USA,Raleigh,Raleigh,acquired,20000000.0,1,1999-06-13,2001-03-01,2001-03-01
ToggleGreen,Business Services,USA,Minneapolis,Saint Paul,operating,50000.0,1,2013-02-05,2014-06-01,2014-06-01
Togic Software,Media & Entertainment,CHN,Shenzhen,Shenzhen,operating,1754347.0,2,2010-08-01,2010-08-01,2013-04-01
Unit Genius,E-Commerce & Retail,USA,Seattle,Seattle,operating,400000.0,1,2014-03-26,2015-05-11,2015-05-11
tok tok tok,Technology,FRA,FRA - Other,Arcueil,operating,2000000.0,1,2012-05-05,2014-01-22,2014-01-22
TOK.tv,Technology,USA,SF Bay Area,Palo Alto,operating,2652000.0,3,2012-01-01,2012-05-01,2014-07-15
Tok3n,Security & Cybersecurity,MEX,Milan,Milan,closed,25025.0,1,2011-08-29,2013-11-01,2013-11-01
Tokai Pharmaceuticals,Health & Biotechnology,USA,Boston,Cambridge,ipo,100499993.0,4,2004-01-01,2009-06-09,2013-05-15
Tokalas,Health & Biotechnology,USA,San Diego,Del Mar,operating,6239995.0,2,2013-01-01,2014-03-05,2015-08-10
Tokamak Solutions,Health & Biotechnology,GBR,London,London,operating,274902.0,1,2008-02-29,2011-03-20,2011-03-20
TokBox,Social & Communication,USA,SF Bay Area,San Francisco,acquired,26000000.0,3,2007-05-01,2007-12-26,2010-11-15
TokenEx,Security & Cybersecurity,USA,Tulsa,Tulsa,operating,500000.0,2,2010-05-15,2010-05-15,2012-12-15
TokenOne,Technology,AUS,Sydney,Newcastle,operating,950252.0,1,2012-01-01,2015-04-02,2015-04-02
LaSpell,E-Commerce & Retail,LTU,Vilnius,Vilnius,operating,400000.0,1,2013-01-01,2014-07-17,2014-07-17
Tokiva Technologies,Social & Communication,CAN,Toronto,Toronto,operating,360414.5,1,2007-09-01,2007-11-01,2007-11-01
Tokopedia,E-Commerce & Retail,Unknown,Unknown,Unknown,operating,100000000.0,5,2009-01-01,2010-03-15,2014-10-21
stickapps,Social & Communication,Unknown,Unknown,Unknown,acquired,623490.5,1,2007-09-01,2008-09-01,2008-09-01
Tokutek,Technology,USA,Boston,Lexington,acquired,4800000.0,3,2006-01-01,2010-08-20,2012-11-01
Tolera Therapeutics,Health & Biotechnology,USA,Kalamazoo,Kalamazoo,operating,12323710.0,6,2007-01-01,2008-06-16,2014-09-17
Tolero Pharmaceuticals,Health & Biotechnology,USA,Salt Lake City,Salt Lake City,operating,25734560.0,2,2011-01-01,2012-07-27,2014-11-05
Tolerx,Health & Biotechnology,USA,Boston,Cambridge,closed,114500000.0,4,1998-10-05,2001-10-24,2010-12-01
tolingo,E-Commerce & Retail,DEU,Hamburg,Hamburg,operating,600000.0,3,2008-04-01,2008-08-01,2011-05-24
TOLTEC PHARMACEUTICALS,Health & Biotechnology,USA,Chicago,Chicago,operating,2929538.0,1,2006-01-01,2015-01-16,2015-01-16
Toltech Healthcare Integrated Solutions,Health & Biotechnology,CAN,Kelowna,Kelowna,operating,1500000.0,1,2012-06-01,2015-07-08,2015-07-08
Tolven Inc.,Health & Biotechnology,USA,Napa Valley,Sonoma,operating,3614333.0,1,2006-02-01,2010-11-22,2010-11-22
Tom Kabinet,Media & Entertainment,Unknown,Unknown,Unknown,operating,20323.0,1,2012-07-24,2013-10-13,2013-10-13
Toma Biosciences,Health & Biotechnology,USA,SF Bay Area,Foster City,operating,8686418.0,2,2011-01-01,2014-01-22,2015-08-05
Tomakis,Education & EdTech,Unknown,Unknown,Unknown,operating,50000.0,1,2014-01-01,2015-04-01,2015-04-01
TomboyX,E-Commerce & Retail,USA,Seattle,Seattle,operating,20000.0,1,2012-01-01,2015-02-02,2015-02-02
Tome,Technology,USA,Detroit,Royal Oak,operating,250000.0,1,2014-01-01,2014-04-04,2014-04-04
Tomfoolery,Technology,USA,SF Bay Area,San Francisco,closed,1700000.0,2,2012-08-01,2013-01-30,2013-08-16
TOMI Environmental Solutions,Energy & Clean Tech,USA,Los Angeles,Beverly Hills,operating,5473470.0,3,2007-01-01,2008-05-30,2015-03-24
Tommy John,E-Commerce & Retail,USA,New York City,New York,operating,400000.0,1,2008-01-01,2013-03-06,2013-03-06
Tomo Clases,Education & EdTech,CHL,Santiago,Santiago,operating,40000.0,1,2011-01-01,2012-04-18,2012-04-18
tomoguides,Social & Communication,USA,Seattle,Seattle,closed,275000.0,1,2011-10-02,2012-08-01,2012-08-01
Tomoon,Unknown,CHN,Beijing,Beijing,operating,187000000.0,4,2011-01-01,2013-07-01,2014-01-01
Tomorrow,Education & EdTech,POL,Warsaw,Warsaw,operating,200000.0,1,2012-03-30,2013-07-01,2013-07-01
Tomorrowish,Social & Communication,USA,Boston,Cambridge,operating,400000.0,1,2007-01-01,2013-06-01,2013-06-01
TOMPC,Technology,Unknown,Unknown,Unknown,operating,100000000.0,1,2013-01-27,2014-10-16,2014-10-16
TOMS Shoes,E-Commerce & Retail,USA,Los Angeles,Los Angeles,operating,300000.0,1,2006-01-01,2006-05-01,2006-05-01
Tonara,Media & Entertainment,ISR,Tel Aviv,Ramat Gan,operating,9750000.0,3,2008-09-01,2011-01-01,2015-04-14
Tonawanda Self Storage,Real Estate & Construction,USA,NY - Other,Tonawanda,operating,400000.0,1,2013-04-19,2013-04-19,2013-04-19
Tonbo Imaging,Real Estate & Construction,IND,Bangalore,Bangalore,operating,6400000.0,1,2012-01-01,2013-08-05,2013-08-05
Tonchidot,Media & Entertainment,JPN,Tokyo,Tokyo,operating,16000000.0,2,2008-08-01,2009-12-08,2010-09-30
ToneDen,Media & Entertainment,USA,SF Bay Area,San Francisco,operating,1000000.0,1,2013-12-09,2015-09-03,2015-09-03
ToneTag,Finance & FinTech,IND,Bangalore,Bangalore,operating,1000000.0,1,2014-01-01,2015-08-10,2015-08-10
ToneTree,Technology,USA,"Albany, New York",Troy,operating,100000.0,1,2014-01-01,2015-08-03,2015-08-03
Tongbanjie,Finance & FinTech,CHN,Hangzhou,Hangzhou,operating,60000000.0,3,2011-08-19,2013-01-01,2014-09-23
TongCard Holdings,Marketing & Advertising,CHN,Beijing,Beijing,operating,1300000.0,1,2010-05-24,2011-08-08,2011-08-08
Tongtech,Technology,CHN,Beijing,Beijing,operating,2175115.0,2,1997-10-12,1999-07-01,2003-08-01
Tonguesten,Education & EdTech,GBR,London,London,operating,316457.0,4,2013-07-01,2014-05-01,2014-11-01
Tonic Health,Health & Biotechnology,USA,SF Bay Area,Palo Alto,closed,3125000.0,1,2011-02-23,2014-03-14,2014-03-14
Tonic Software,Technology,USA,Austin,Austin,acquired,4130000.0,1,2001-01-01,2004-01-26,2004-01-26
Tonix Pharmaceuticals Holding,Health & Biotechnology,USA,New York City,New York,ipo,2335000.0,2,2007-01-01,2011-10-20,2012-11-21
Tonx,E-Commerce & Retail,USA,Los Angeles,Los Angeles,acquired,3000000.0,1,2012-01-23,2013-03-09,2013-03-09
TonyMoly,E-Commerce & Retail,KOR,Seoul,Seoul,operating,470000.0,1,2014-02-12,2015-03-30,2015-03-30
TonZof,E-Commerce & Retail,USA,Denver,Lakewood,operating,4707228.0,1,2013-01-06,2014-02-21,2014-02-21
too.me,Social & Communication,USA,Los Angeles,Los Angeles,operating,200000.0,1,2013-12-01,2013-12-01,2013-12-01
Toobla,Media & Entertainment,Unknown,Unknown,Unknown,operating,1000000.0,2,2007-07-06,2008-09-24,2008-09-24
Toodalu,Technology,USA,Chicago,Chicago,acquired,250000.0,1,2010-01-01,2010-03-08,2010-03-08
TooFruit,Unknown,Unknown,Unknown,Unknown,closed,314775.565022139,1,2013-05-30,2014-10-31,2014-10-31
Tool Domains,Media & Entertainment,BGR,Sofia,Sofia,operating,66920.0,1,2013-06-12,2014-09-01,2014-09-01
Toolblox,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2012-12-06,2014-05-09,2014-05-09
Tooler,Unknown,IND,Delhi,Delhi,operating,110000.0,1,2014-06-24,2015-11-25,2015-11-25
Tools4ERP ApS,Business Services,Unknown,Unknown,Unknown,closed,74176.969435627,1,2015-05-07,2015-07-06,2015-07-06
Toolwatch,Technology,USA,Denver,Englewood,operating,1200000.0,1,2002-03-04,2003-11-21,2003-11-21
ToolWire,Technology,USA,SF Bay Area,Pleasanton,operating,350000.0,1,1999-01-01,2009-04-01,2009-04-01
Toomga,Social & Communication,Unknown,Unknown,Unknown,operating,16856.0,1,2010-11-06,2011-09-06,2011-09-06
Toona Technologies OÜ,Health & Biotechnology,EST,EST - Other,Tartu,closed,28059.0961978054,1,2015-01-01,2015-10-07,2015-10-07
Toonbox,Media & Entertainment,CYP,CYP - Other,Paphos,operating,2333799.0,5,2008-05-05,2009-08-28,2014-01-06
Toonimo,Marketing & Advertising,ISR,Tel Aviv,Tel Aviv,operating,2500000.0,1,2013-01-01,2014-07-14,2014-07-14
ToonTime,Media & Entertainment,NLD,Rotterdam,Rotterdam,operating,125000.0,1,2012-01-01,2012-01-01,2012-01-01
Toopher,Technology,USA,Austin,Austin,acquired,2990599.0,4,2011-09-01,2013-01-31,2015-03-10
Tooteko,Unknown,Unknown,Unknown,Unknown,closed,1400000.0,1,2013-09-14,2015-02-15,2015-02-15
Tooth Bank,Health & Biotechnology,USA,Indianapolis,Brownsburg,operating,200000.0,1,2014-01-01,2014-03-18,2014-03-18
Toothpick,Health & Biotechnology,GBR,Ilford,Ilford,acquired,45049261.0,2,2012-03-01,2012-08-10,2013-05-01
Tootle,Other,GBR,London,London,operating,635732.0,1,2015-01-01,2015-06-01,2015-06-01
Toovari,Media & Entertainment,Unknown,Unknown,Unknown,operating,300000.0,1,2012-10-26,2014-01-15,2014-01-15
"Top Agent Network, Inc.",Real Estate & Construction,Unknown,Unknown,Unknown,operating,1284152.0,2,2009-06-15,2009-10-28,2011-06-28
Top Doctors Labs,Health & Biotechnology,USA,Gainesville,Gainesville,operating,18750.0,1,2009-01-01,2012-08-08,2012-08-08
Top Flight Technologies,Transportation & Automotive,USA,Boston,Malden,operating,1750000.0,1,2014-01-01,2015-11-27,2015-11-27
Top Hand Rodeo Tour,Media & Entertainment,USA,Hartford,Monroe,operating,250000.0,1,2010-01-01,2010-12-29,2010-12-29
Top Image Systems,Technology,USA,New York City,New York,ipo,2850000.0,1,1991-01-01,2011-06-21,2011-06-21
Minds + Machines Group Limited,Other,USA,SF Bay Area,San Francisco,ipo,42658161.0,2,2007-01-01,2013-05-31,2014-01-30
Top Prospect,Business Services,USA,SF Bay Area,San Francisco,closed,1019999.0,2,2010-01-01,2010-01-01,2011-01-11
Top Rops,Manufacturing & Industrial,Unknown,Unknown,Unknown,operating,1600000.0,1,2008-01-01,2014-06-03,2014-06-03
Top10,Food & Hospitality,GBR,London,London,operating,12400000.0,3,2011-02-01,2011-09-20,2014-03-02
Top10 Media,Media & Entertainment,USA,Boston,Cambridge,acquired,3500000.0,1,2005-01-01,2006-10-30,2006-10-30
Top100.cn,Media & Entertainment,CHN,CHN - Other,Chaoyang,closed,1000000.0,1,2005-01-01,2010-07-07,2010-07-07
Topadmit,Education & EdTech,CHN,Beijing,Beijing,operating,80000.0,1,2009-08-01,2009-10-01,2009-10-01
Topanga Technologies,Energy & Clean Tech,USA,Los Angeles,Canoga Park,operating,2000000.0,1,2005-01-01,2008-02-11,2008-02-11
Topaz Energy and Marine,Energy & Clean Tech,ARE,Dubai,Dubai,operating,75000000.0,1,2011-09-26,2014-08-20,2014-08-20
Topaz Pharmaceuticals Inc,Health & Biotechnology,Unknown,Unknown,Unknown,operating,20000000.0,1,2004-11-14,2007-12-04,2007-12-04
TopBlip,Media & Entertainment,USA,Salt Lake City,Pleasant Grove,operating,1500000.0,1,2011-12-07,2013-02-25,2013-02-25
TopBox,Analytics & Data,USA,"Washington, D.C.",Potomac,operating,1500000.0,1,2014-03-27,2014-11-01,2014-11-01
TopCat Research,Health & Biotechnology,GBR,GBR - Other,Newcastle,operating,80606.0,1,2008-06-24,2011-07-14,2011-07-14
TopChalks,Technology,USA,SF Bay Area,Santa Clara,operating,3800000.0,1,2006-09-22,2008-06-10,2008-06-10
TopCheck,Finance & FinTech,NGA,Lagos,Lagos,operating,1262266.0,2,2015-01-01,2015-01-31,2015-08-25
TopCoder,Technology,USA,Hartford,Glastonbury,acquired,11311711.0,1,2001-04-01,2010-05-10,2010-05-10
Topcom Europe,Technology,BEL,Brussels,Heverlee,operating,9980000.0,1,1991-01-01,2005-09-01,2005-09-01
TopDeejays,Media & Entertainment,SVN,Ljubljana,Ljubljana,operating,53478.0,1,2012-03-01,2012-03-01,2012-03-01
TopDown Conservation,Technology,USA,"Rochester, New York",Rochester,operating,50000.0,1,2008-01-01,2009-01-01,2009-01-01
Topeka Capital Markets,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2012-06-30,2013-12-01,2013-12-01
Topell Energy,Energy & Clean Tech,NLD,Dublin,Dublin,operating,16307200.0,2,2005-05-25,2008-04-18,2012-06-11
Topera,Health & Biotechnology,USA,San Diego,San Diego,acquired,31518531.0,3,2010-01-01,2012-05-15,2013-04-25
TopFachhandel UG,E-Commerce & Retail,Unknown,Unknown,Unknown,operating,163849.0,1,2011-09-01,2012-09-01,2012-09-01
TopFan,Media & Entertainment,Unknown,Unknown,Unknown,operating,1000000.0,2,2014-02-07,2015-04-29,2015-10-01
TopFloor,E-Commerce & Retail,USA,Los Angeles,Santa Monica,operating,6000000.0,1,2012-01-01,2012-10-16,2012-10-16
TopFun,Media & Entertainment,Unknown,Unknown,Unknown,operating,12500.0,1,2012-11-12,2014-02-01,2014-02-01
Topguest,Technology,USA,SF Bay Area,San Francisco,closed,2000000.0,1,2010-06-01,2010-11-18,2010-11-18
Tophat,Education & EdTech,Unknown,Unknown,Unknown,operating,1100000.0,1,2009-03-17,2013-01-18,2013-01-18
Tophatter,E-Commerce & Retail,USA,SF Bay Area,Palo Alto,operating,400000.0,1,2011-01-01,2015-02-01,2015-02-01
Topia Technology,Technology,USA,Seattle,Tacoma,operating,1053098.0,1,1999-01-01,2015-05-06,2015-05-06
Topic,Social & Communication,Unknown,Unknown,Unknown,operating,130000.0,1,2012-01-27,2012-11-26,2012-11-26
Topica Pharmaceuticals,Health & Biotechnology,USA,SF Bay Area,Palo Alto,operating,58519071.0,2,2004-01-01,2011-10-18,2013-06-10
Topicmarks,Education & EdTech,USA,SF Bay Area,San Francisco,acquired,150000.0,2,2009-01-01,2010-03-31,2011-03-18
Topic.,Technology,ESP,Barcelona,Barcelona,operating,50000.0,1,2012-10-16,2014-12-14,2014-12-14
Topigen Pharmaceuticals,Health & Biotechnology,CAN,Montreal,Montréal,acquired,24147784.8442744,2,2001-11-12,2004-12-01,2005-10-10
Topio,Technology,USA,SF Bay Area,Santa Clara,acquired,26000000.0,3,2001-05-12,2003-01-29,2006-06-30
TopiVert,Health & Biotechnology,GBR,London,London,operating,19328350.0,2,2008-11-16,2011-12-06,2014-01-12
Topix,Media & Entertainment,USA,SF Bay Area,Palo Alto,operating,15000000.0,2,2002-06-01,2005-03-01,2006-11-06
TopLine Game Labs,Media & Entertainment,USA,Los Angeles,Los Angeles,operating,25000000.0,1,2013-01-01,2013-06-26,2013-06-26
Toplist,Technology,USA,New York City,New York,operating,250000.0,1,2013-08-01,2013-08-01,2013-08-01
TopLog,Technology,CAN,Halifax,Halifax,operating,377358.0,1,2013-01-01,2013-12-12,2013-12-12
Topmall,E-Commerce & Retail,UKR,Kiev,Kyiv,closed,5000000.0,1,2012-12-01,2013-04-02,2013-04-02
Topme,Technology,PHL,PHL - Other,Australia,operating,375000.0,1,2014-01-12,2015-10-01,2015-10-01
TopMeApp,Technology,Unknown,Unknown,Unknown,operating,174665.0,1,2013-01-12,2014-10-01,2014-10-01
Topmission,Technology,RUS,Moscow,Moscow,closed,355114.0,2,2012-02-09,2013-10-28,2013-10-28
Topokine Therapeutics,Health & Biotechnology,USA,Boston,Boston,operating,1175735.0,1,2010-01-01,2014-04-02,2014-04-02
TopOPPS,Analytics & Data,USA,St. Louis,St Louis,operating,5550000.0,4,2014-01-01,2014-03-17,2015-09-08
TopPatch,Security & Cybersecurity,USA,New York City,New York,operating,750000.0,1,2010-06-20,2012-08-23,2012-08-23
TopPay,Finance & FinTech,BRA,Sao Paulo,São Paulo,operating,250000.0,3,2012-09-06,2013-04-01,2014-06-01
"Toppermost, Corp.",Technology,USA,New York City,New York,operating,3000000.0,2,2014-05-23,2014-07-29,2014-08-01
"Toppic, Inc.",Technology,USA,New York City,New York,operating,370000.0,2,2013-01-30,2013-01-31,2013-06-01
Topple Track,Analytics & Data,USA,Asheville,Asheville,operating,250000.0,1,2012-08-01,2013-01-01,2013-01-01
Toppr,Education & EdTech,IND,Mumbai,Mumbai,operating,14200000.0,4,2013-01-01,2013-05-09,2015-10-30
TopRealty,Real Estate & Construction,DEU,DEU - Other,Albert,operating,315000.0,1,1975-01-01,2010-06-01,2010-06-01
TOPS Inc,Real Estate & Construction,USA,Colorado Springs,Colorado Springs,operating,400000.0,1,2012-09-15,2015-06-15,2015-06-15
TopSchool,Education & EdTech,USA,Denver,Denver,operating,20700000.0,4,2008-05-01,2008-06-17,2012-03-15
TOPSEC,Security & Cybersecurity,CHN,Beijing,Beijing,operating,12000000.0,1,2002-03-29,2004-06-01,2004-06-01
Topsfield Medical GmbH,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2012-02-01,2012-06-14,2012-06-14
TopShelf Clothes,E-Commerce & Retail,USA,New York City,New York,operating,400000.0,1,2012-01-01,2012-08-08,2012-08-08
Topspin Communications,Marketing & Advertising,USA,SF Bay Area,Mountain View,acquired,20000000.0,1,2000-01-01,2003-11-10,2003-11-10
Topspin Media,Media & Entertainment,USA,Los Angeles,Santa Monica,acquired,8250000.0,2,2007-06-01,2007-09-01,2008-07-07
Topspin Medical,Health & Biotechnology,ISR,Tel Aviv,Tel Aviv,operating,16500000.0,1,1999-12-05,2002-12-24,2002-12-24
TopSteering,Transportation & Automotive,JOR,Amman,Amman,operating,120000.0,1,2013-12-02,2015-06-01,2015-06-01
Topsy Labs,Analytics & Data,USA,SF Bay Area,San Francisco,acquired,35200000.0,6,2007-01-15,2008-01-01,2012-10-01
Toptal,Business Services,USA,SF Bay Area,San Francisco,operating,600000.0,1,2010-11-01,2012-07-01,2012-07-01
TopTechPhoto,Media & Entertainment,UKR,Kharkov,Kharkov,operating,150000.0,1,2012-12-12,2013-07-04,2013-07-04
TopTenREVIEWS,Technology,USA,TN - Other,Utah,operating,7500001.0,2,2003-01-01,2008-07-03,2010-01-11
TopUp TV,Media & Entertainment,Unknown,Unknown,Unknown,operating,300000.0,1,2004-01-01,2007-10-02,2007-10-02
TopVisible,Marketing & Advertising,SWE,Malmo,Malmö,operating,2000000.0,1,2011-01-01,2013-06-01,2013-06-01
Tora Trading Services,Finance & FinTech,JPN,Tokyo,Tokyo,operating,36400000.0,1,2008-09-15,2010-01-29,2010-01-29
Torando Labs,Technology,USA,New York City,New York,acquired,900001.0,1,2012-01-01,2013-04-22,2013-04-22
Torax Medical,Health & Biotechnology,USA,Minneapolis,Saint Paul,operating,75699997.0,6,2002-01-01,2005-06-28,2013-12-27
Torbit,Transportation & Automotive,USA,SF Bay Area,San Mateo,acquired,584988.0,1,2010-11-01,2011-09-06,2011-09-06
Torch,Other,Unknown,Unknown,Unknown,operating,30000.0,1,2013-03-25,2014-10-28,2014-10-28
Torch,Technology,Unknown,Unknown,Unknown,operating,2000000.0,1,2014-11-20,2014-11-20,2014-11-20
Torch Group,Health & Biotechnology,USA,Chicago,Oak Park,operating,5400000.0,1,2010-01-01,2011-09-16,2011-09-16
Torch Technologies,Technology,USA,Huntsville,Huntsville,operating,15163875.0,2,2010-04-13,2011-12-31,2012-02-09
