name,category,country_code,region,city,status,funding_total_usd,funding_rounds,founded_at,first_funding_at,last_funding_at
Highlighter,Education & EdTech,USA,Seattle,Seattle,operating,730000.0,4,2010-08-07,2010-10-28,2011-12-01
Highmark Health,Health & Biotechnology,USA,Pittsburgh,Pittsburgh,operating,2300000.0,1,1996-01-01,2014-08-07,2014-08-07
HighPoint Solutions,Finance & FinTech,USA,Philadelphia,Philadelphia,operating,1500000.0,1,2011-10-31,2013-03-15,2013-03-15
HighRes Biosolutions,Health & Biotechnology,USA,Boston,Woburn,operating,2482728.0,1,2004-01-01,2015-07-21,2015-07-21
HighRoads,Technology,CAN,Ottawa,Ottawa,operating,31092540.0,8,1999-01-01,2004-07-07,2015-06-02
HighScore House,Media & Entertainment,CAN,Montreal,Montréal,closed,284775.0,2,2011-01-01,2011-01-01,2012-01-26
Highspot,Technology,USA,Seattle,Seattle,operating,9600000.0,1,2012-01-01,2014-11-07,2014-11-07
Highstreet IT Solutions,Technology,USA,Denver,Denver,operating,925124.5,1,2011-01-01,2013-05-14,2013-05-14
Hightail,Business Services,USA,SF Bay Area,Campbell,operating,92700000.0,8,2004-12-01,2005-08-01,2014-04-01
Hightower,Real Estate & Construction,USA,New York City,New York,operating,21660000.0,4,2013-03-01,2013-12-20,2015-08-20
HighTower Advisors,Finance & FinTech,USA,Chicago,Chicago,operating,200000000.0,2,2008-01-01,2010-01-13,2014-07-15
Highview,Unknown,Unknown,Unknown,Unknown,closed,1306398.60278649,1,2013-01-21,2014-06-24,2014-06-24
HIGHVIEW HEALTHCARE PARTNERS,Health & Biotechnology,USA,Buffalo,Buffalo,operating,905421.0,2,2006-01-01,2009-06-02,2013-05-14
Highwinds,Technology,USA,Orlando,Winter Park,operating,310000000.0,3,2002-01-01,2008-03-11,2013-08-08
HighWire Press,Technology,USA,SF Bay Area,Redwood City,operating,925124.5,1,1995-01-01,2014-06-02,2014-06-02
HIHEY.COM,E-Commerce & Retail,CHN,Beijing,Beijing,operating,100000000.0,1,2011-01-01,2014-11-13,2014-11-13
HihoCoder,Social & Communication,CHN,Beijing,Beijing,operating,16042.0,1,2012-12-01,2012-12-01,2012-12-01
Hii Def Inc.,Other,USA,New York City,New York,operating,2000000.0,2,2008-01-01,2010-08-31,2011-04-19
HII Technologies,Energy & Clean Tech,USA,Houston,Houston,operating,22000000.0,2,2011-08-14,2014-07-08,2014-08-12
HijUp.com,E-Commerce & Retail,IDN,Jakarta,Jakarta,operating,2250000.0,2,2011-06-01,2015-02-05,2015-07-22
hike,Social & Communication,IND,New Delhi,New Delhi,operating,86000000.0,3,2012-12-12,2013-04-25,2014-08-26
Hilco,Manufacturing & Industrial,USA,MA - Other,Plainville,operating,60000000.0,1,1956-01-01,2004-05-13,2004-05-13
HiLine Coffee Company,Food & Hospitality,USA,New York City,New York,operating,500000.0,1,2013-01-01,2014-01-26,2014-01-26
Hillcrest Labs,Technology,USA,"Washington, D.C.",Rockville,operating,19542562.0,3,2001-01-01,2004-01-06,2012-02-27
Hillel International,Other,USA,"Washington, D.C.",Washington,operating,16000000.0,1,2014-02-06,2015-09-11,2015-09-11
Hilltop Connections,Technology,USA,Fayetteville,Fayetteville,operating,925124.5,1,2010-02-15,2010-04-22,2010-04-22
HiLo Tickets,E-Commerce & Retail,USA,Hartford,Wilton,operating,40000.0,1,2011-01-19,2011-01-19,2011-01-19
Hilosoft,Technology,USA,NM - Other,La Mesa,operating,240000.0,1,2009-09-13,2011-06-02,2011-06-02
HiLumz USA,Manufacturing & Industrial,USA,Atlanta,Cumming,operating,1000000.0,1,2012-01-01,2014-10-29,2014-10-29
Himily,Unknown,Unknown,Unknown,Unknown,closed,1400000.0,1,2013-03-19,2014-08-20,2014-08-20
HiMom,Technology,USA,SF Bay Area,San Jose,operating,925124.5,1,2012-06-01,2012-08-01,2012-08-01
Hinacom,Health & Biotechnology,CHN,Beijing,Beijing,operating,5102426.0,2,2007-04-12,2010-05-01,2011-12-01
Hinge,Technology,USA,New York City,New York,operating,20600000.0,4,2011-02-01,2012-03-07,2014-12-11
Hingi,Technology,ISR,Tel Aviv,Tel Aviv,operating,3400000.0,1,2005-01-01,2007-05-20,2007-05-20
hint,Technology,USA,SF Bay Area,Palo Alto,closed,5900000.0,1,2010-01-01,2012-07-09,2012-07-09
Hint Inc,Health & Biotechnology,USA,SF Bay Area,San Francisco,operating,6812500.0,2,2005-01-01,2012-07-01,2013-12-20
Hintsoft,Technology,CHN,Shanghai,Shanghai,operating,6003001.0,2,1998-11-01,2005-07-01,2007-10-01
hiogi,Technology,Unknown,Unknown,Unknown,operating,135160.0,2,2007-05-17,2007-05-17,2009-05-11
Hip Innovation Technology,Manufacturing & Industrial,USA,Ft. Lauderdale,Fort Lauderdale,operating,225000.0,1,2011-01-01,2011-03-21,2011-03-21
Hip Pocket,Finance & FinTech,USA,Omaha,Lincoln,operating,20000.0,1,2013-06-01,2013-06-01,2013-06-01
HipaaMart,Health & Biotechnology,USA,"Charleston, South Carolina",Charleston,operating,1175735.0,1,2014-06-01,2014-10-14,2014-10-14
hipages Group,Marketing & Advertising,AUS,Sydney,Sydney,operating,12000000.0,2,2006-01-01,2014-05-06,2015-06-02
Hipbone,Analytics & Data,USA,SF Bay Area,San Carlos,acquired,750000.0,1,1998-01-23,1999-03-01,1999-03-01
Hipcamp,Media & Entertainment,USA,SF Bay Area,San Francisco,operating,2000000.0,1,2013-01-01,2014-09-30,2014-09-30
HipChat,Social & Communication,USA,SF Bay Area,San Francisco,acquired,100000.0,1,2009-09-01,2010-08-10,2010-08-10
HipClub,Food & Hospitality,RUS,Moscow,Moscow,closed,7000000.0,1,2010-04-01,2013-06-04,2013-06-04
Hipcricket,Marketing & Advertising,USA,New York City,New York,acquired,17550000.0,3,2004-01-01,2007-03-22,2013-10-15
"Hipcricket, Inc.",Marketing & Advertising,USA,New York City,New York,operating,250000.0,1,1999-01-01,2012-10-03,2012-10-03
HiPer Technology,Health & Biotechnology,USA,Kansas City,Lawrence,operating,1175735.0,1,2001-01-01,2012-01-31,2012-01-31
Hiperos,Technology,USA,Boston,Southborough,acquired,5000000.0,1,2007-01-01,2010-12-31,2010-12-31
HiperScan,Health & Biotechnology,DEU,Dresden,Dresden,operating,1263511.0,3,2006-01-01,2009-01-19,2013-11-06
HipFlat,Real Estate & Construction,THA,Bangkok,Bangkok,operating,335000.0,1,2012-08-01,2013-12-23,2013-12-23
HipGeo,Food & Hospitality,USA,Anaheim,Fullerton,closed,500000.0,1,2010-08-01,2011-04-20,2011-04-20
Hiphunters,E-Commerce & Retail,Unknown,Unknown,Unknown,operating,266627.0,1,2012-11-14,2013-06-13,2013-06-13
hipix,Technology,Unknown,Unknown,Unknown,operating,1000000.0,1,2004-01-01,2007-01-01,2007-01-01
HipLink,Other,USA,SF Bay Area,Los Gatos,operating,1000000.0,1,1993-01-01,2014-07-11,2014-07-11
HipLogic,Technology,USA,SF Bay Area,Fremont,acquired,14664565.0,2,2005-01-01,2008-02-08,2009-12-02
HipLogiq,Social & Communication,USA,Dallas,Dallas,operating,12000000.0,2,2013-03-08,2013-05-13,2013-11-18
Hipmunk,Food & Hospitality,USA,SF Bay Area,San Francisco,operating,40215000.0,5,2010-01-01,2010-08-17,2014-05-30
Hipotekaexpress,Unknown,Unknown,Unknown,Unknown,closed,19744.0,1,2010-08-06,2012-01-07,2012-01-07
Hippflow,Technology,RUS,Moscow,Moscow,closed,100000.0,1,2011-10-25,2013-07-13,2013-07-13
Hippo Manager Software,Health & Biotechnology,USA,Lexington,Lexington,operating,1175735.0,1,2012-02-15,2012-12-18,2012-12-18
Hippocampus Learning Centres,Education & EdTech,IND,Bangalore,Bangalore,operating,20997981.0,5,2010-01-01,2012-02-05,2014-07-02
HipPocket,Real Estate & Construction,USA,Dallas,Dallas,operating,305000.0,2,2014-09-01,2014-11-01,2014-12-01
Hippocrates Gate,Technology,USA,Los Angeles,Pasadena,operating,125000.0,1,2008-01-01,2013-09-23,2013-09-23
Hippomap Technology,Technology,HKG,HKG - Other,Sha Tin,operating,41250.0,1,2013-03-14,2014-12-01,2014-12-01
Hipscan,Technology,USA,SF Bay Area,Menlo Park,operating,100000.0,1,2010-12-11,2013-01-01,2013-01-01
Hipship,Transportation & Automotive,IND,Bangalore,Bangalore,operating,1150000.0,1,2014-02-01,2015-11-18,2015-11-18
HipSnip,E-Commerce & Retail,GBR,London,London,closed,157069.0504275425,1,2010-03-01,2012-08-01,2012-08-01
Hipster,Technology,USA,SF Bay Area,San Francisco,acquired,1000000.0,1,2011-01-01,2011-05-16,2011-05-16
HipSwap,E-Commerce & Retail,USA,Los Angeles,Los Angeles,operating,1100000.0,1,2011-02-12,2012-03-29,2012-03-29
Hiptype,Marketing & Advertising,USA,SF Bay Area,San Francisco,closed,700071.0,1,2011-05-18,2012-08-01,2012-08-01
Hipvan,E-Commerce & Retail,SGP,Singapore,Singapore,operating,4720000.0,3,2013-01-01,2013-06-28,2015-10-07
HIPVILLA,E-Commerce & Retail,DNK,Copenhagen,Copenhagen,operating,1340000.0,2,2012-01-01,2012-04-01,2014-11-12
hiQ Labs,Analytics & Data,USA,SF Bay Area,San Francisco,operating,5000000.0,3,2013-02-08,2014-03-17,2015-07-01
HiQ Solar,Energy & Clean Tech,USA,SF Bay Area,Santa Clara,operating,11000000.0,1,2009-01-01,2015-09-10,2015-09-10
Hire a 3D Pro,E-Commerce & Retail,IND,Hyderabad,Hyderabad,operating,10000.0,1,2013-09-25,2014-11-10,2014-11-10
Hire An Esquire,Other,USA,New York City,New York,operating,1075000.0,3,2011-01-01,2012-01-10,2014-06-01
Hire-Intelligence,Business Services,USA,Long Island,Melville,operating,750000.0,1,2011-01-01,2011-01-01,2011-01-01
Hire Jungle,Technology,GBR,London,London,operating,151525.0,1,2013-01-04,2014-03-26,2014-03-26
Hire Space,E-Commerce & Retail,GBR,London,London,operating,1684565.0,1,2012-01-01,2014-05-27,2014-05-27
Hire.Ventures,Marketing & Advertising,USA,SF Bay Area,San Francisco,operating,100000.0,1,2015-01-01,2015-01-01,2015-01-01
HireAHelper,Technology,USA,San Diego,Oceanside,operating,150000.0,1,2006-05-01,2007-05-01,2007-05-01
HireArt,Technology,USA,New York City,New York,operating,1400000.0,1,2012-01-01,2012-01-01,2012-01-01
HireCanvas,Technology,USA,New York City,New York,operating,58000.0,1,2014-01-01,2015-01-20,2015-01-20
Hired,Technology,USA,SF Bay Area,San Francisco,operating,32700000.0,3,2012-05-01,2013-01-01,2014-12-09
hiredMYway.com,Technology,USA,Detroit,Detroit,operating,925124.5,1,2009-10-09,2011-06-28,2011-06-28
HireIQ Solutions,Analytics & Data,USA,Atlanta,Alpharetta,operating,6872344.0,7,2008-09-07,2010-03-31,2015-08-27
Hireology,Analytics & Data,USA,Chicago,Chicago,operating,13531778.0,4,2010-07-01,2012-06-04,2015-05-20
Uber for Hiring,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2015-01-01,2015-04-01,2015-04-01
HireVue,Business Services,USA,Salt Lake City,South Jordan,operating,93000000.0,5,2004-04-01,2008-02-10,2015-06-02
HireWheel,Other,USA,Cincinnati,Cincinnati,operating,20000.0,1,2014-02-01,2014-07-18,2014-07-18
HireXperience,Business Services,Unknown,Unknown,Unknown,operating,3450000.0,1,2006-10-04,2008-01-28,2008-01-28
Hiri,Technology,IRL,Dublin,Dublin,operating,834904.0,4,2012-09-01,2012-10-01,2014-06-01
Hiring Hub,Technology,GBR,Manchester,Manchester,operating,1530007.0,2,2013-02-10,2014-10-30,2014-11-30
Hiring Screen,Business Services,HKG,Wan Chai,Wan Chai,operating,800000.0,1,2014-01-01,2015-09-22,2015-09-22
HiringSolved,Other,USA,Phoenix,Chandler,operating,1000000.0,1,2012-04-22,2013-11-21,2013-11-21
HiringThing,Business Services,USA,"Portland, Oregon",Portland,operating,1000000.0,1,2012-03-01,2012-03-01,2012-03-01
HIRO Media,Marketing & Advertising,ISR,Tel Aviv,Tel Aviv,operating,5000000.0,1,2005-01-01,2012-04-03,2012-04-03
Hispanic Media,Technology,USA,Miami,Coral Gables,operating,5000000.0,1,2004-07-26,2006-04-14,2006-04-14
Histide,Health & Biotechnology,CHE,CHE - Other,Schindellegi,operating,4600000.0,1,2011-10-22,2014-11-10,2014-11-10
Histogen,Health & Biotechnology,USA,San Diego,San Diego,operating,24900000.0,1,2012-06-09,2015-06-29,2015-06-29
Histogenics,Health & Biotechnology,USA,Boston,Waltham,ipo,96400000.0,3,2005-08-16,2008-09-04,2012-07-23
HistoPathway,Unknown,USA,Memphis,Memphis,operating,20000.0,1,2011-04-01,2012-09-01,2012-09-01
Historic Futures,Business Services,GBR,Oxton,Oxton,operating,1150000.0,2,2006-02-05,2007-06-01,2011-10-01
HistoRx,Health & Biotechnology,USA,Hartford,New Haven,acquired,13260546.0,4,2004-01-01,2004-09-14,2011-05-27
HistoryFile,Food & Hospitality,IND,Kochi,Kochi,operating,6000.0,1,2008-07-01,2008-07-25,2008-07-25
HistoSonics,Health & Biotechnology,USA,Detroit,Ann Arbor,operating,30172418.0,4,2009-01-01,2010-02-22,2015-09-03
HistoWiz,Education & EdTech,USA,New York City,Brooklyn,operating,1000000.0,1,2012-01-01,2015-03-04,2015-03-04
Histros,Media & Entertainment,USA,SF Bay Area,Palo Alto,operating,300000.0,1,2011-10-01,2012-01-01,2012-01-01
HIT Application Solutions,Health & Biotechnology,USA,Philadelphia,Exton,operating,2750000.0,1,2009-03-11,2012-03-30,2012-03-30
HIT Community,Health & Biotechnology,USA,Boston,Wakefield,operating,400250.0,2,2008-06-22,2011-07-12,2014-07-01
Hit Labs,Technology,Unknown,Unknown,Unknown,operating,150000.0,1,2015-01-01,2015-03-27,2015-03-27
Hit Systems,Technology,USA,Orlando,Altamonte Springs,closed,125000.0,1,2008-09-01,2008-09-01,2008-09-01
Hita,Technology,Unknown,Unknown,Unknown,operating,12500.0,1,2012-10-12,2014-07-01,2014-07-01
Hitbox Entertainment GmbH,Media & Entertainment,AUT,Vienna,Vienna,operating,4000000.0,1,2013-09-01,2015-11-02,2015-11-02
HitchedPic,Technology,Unknown,Unknown,Unknown,operating,25000.0,1,2013-01-01,2013-02-06,2013-02-06
HitFix,Media & Entertainment,USA,Los Angeles,Santa Monica,operating,6800000.0,3,2009-01-01,2009-04-01,2013-07-02
HitFox Group,Marketing & Advertising,Unknown,Unknown,Unknown,operating,5235670.0,2,2011-05-01,2011-06-01,2012-05-07
Hithru,Social & Communication,ESP,Madrid,Madrid,operating,103039.0,2,2012-09-07,2012-10-01,2013-08-01
Hitlab,Media & Entertainment,CAN,Montreal,Montréal,operating,5000000.0,1,2009-01-01,2011-05-01,2011-05-01
Hitlantis,Media & Entertainment,Unknown,Unknown,Unknown,operating,1500000.0,1,2010-04-07,2011-06-27,2011-06-27
HitMeUp,E-Commerce & Retail,GBR,London,London,operating,161671.0,1,2011-02-01,2013-01-01,2013-01-01
eduplanet KK,Education & EdTech,Unknown,Unknown,Unknown,operating,300000.0,1,1986-12-20,2009-12-15,2009-12-15
HitPoint,Media & Entertainment,USA,Branson,Springfield,operating,2000000.0,1,2008-01-01,2015-01-13,2015-01-13
Hitpost,Technology,USA,SF Bay Area,San Francisco,acquired,2000000.0,3,2009-04-01,2010-01-01,2012-04-26
Hitrium,Media & Entertainment,USA,New York City,New York,operating,250000.0,1,2013-11-22,2015-09-03,2015-09-03
h,Unknown,ESP,Barcelona,Barcelona,operating,2153980.91572909,1,2011-01-01,2013-11-01,2013-11-01
Hitsbook Inc,Social & Communication,ESP,Madrid,Madrid,operating,1410000.0,3,2011-11-19,2014-01-07,2015-12-07
Hittahem,Real Estate & Construction,SWE,Malmo,Malmö,operating,400000.0,1,2011-01-01,2013-11-22,2013-11-22
Hittite Microwave,Manufacturing & Industrial,USA,Boston,Chelmsford,acquired,13875000.0,1,1997-12-16,2000-11-20,2000-11-20
HItviews,Media & Entertainment,USA,New York City,New York,operating,2285000.0,3,2007-11-14,2007-11-29,2008-08-01
Hitwise,Technology,AUS,Melbourne,Melbourne,acquired,14200000.0,2,1998-10-13,2000-07-01,2004-01-01
Hive,Technology,USA,Macon,Macon,operating,705000.0,1,2003-01-01,2015-03-11,2015-03-11
MassVenture,Real Estate & Construction,Unknown,Unknown,Unknown,operating,212500.0,1,2014-07-19,2015-01-01,2015-01-01
Hive guard unlimited,Food & Hospitality,USA,Fresno,Atwater,operating,637500.0,1,2013-04-01,2014-06-01,2014-06-01
Hive.im,Media & Entertainment,HKG,Hong Kong,Hong Kong,operating,500000.0,1,2014-01-01,2014-12-17,2014-12-17
Hive Media,Media & Entertainment,USA,Bakersfield,California City,closed,1500000.0,1,2008-01-01,2011-08-31,2011-08-31
Hive Social,Unknown,Unknown,Unknown,Unknown,closed,1400000.0,1,2013-07-01,2015-04-09,2015-04-09
Hive Social Media Management,Technology,HUN,Tel Aviv,Tel Aviv,operating,643300.0,1,2014-12-18,2015-09-19,2015-09-19
hive01,Technology,DEU,Stuttgart,Stuttgart,operating,993000.0,1,2007-01-01,2010-03-30,2010-03-30
Hive9,Business Services,USA,Austin,Austin,operating,5400000.0,1,2015-01-01,2015-06-01,2015-06-01
Hivebeat,Technology,Unknown,Unknown,Unknown,operating,125000.0,1,2015-01-01,2015-10-12,2015-10-12
HiveLive,Business Services,USA,Denver,Boulder,acquired,8950000.0,3,2005-07-09,2006-11-02,2008-02-27
Hivelocity,Social & Communication,JPN,Tokyo,Tokyo,operating,270593.0,1,2004-08-11,2004-08-11,2004-08-11
Hively,Business Services,USA,"Portland, Oregon",Portland,operating,25000.0,1,2011-05-09,2011-11-04,2011-11-04
Hivemapper,Transportation & Automotive,USA,SF Bay Area,Burlingame,operating,2900000.0,1,2014-01-01,2015-11-05,2015-11-05
Hiveoo,Finance & FinTech,DNK,Copenhagen,Copenhagen,operating,19299.0,1,2012-04-19,2013-09-02,2013-09-02
Hiveplay,Technology,ESP,Madrid,Madrid,operating,50223.0,1,2012-04-12,2012-09-01,2012-09-01
hiver,Business Services,USA,SF Bay Area,Palo Alto,operating,600000.0,1,2011-07-01,2011-11-01,2011-11-01
HiWay Muzik Productions,Media & Entertainment,Unknown,Unknown,Unknown,operating,300000.0,1,2013-07-01,2013-08-14,2013-08-14
HiWiFi,Technology,CHN,Beijing,Beijing,closed,20000000.0,2,2013-01-01,2013-09-25,2014-07-05
HiWired,Technology,USA,Boston,Needham,acquired,14000000.0,2,2004-01-01,2008-01-01,2008-01-02
Hixme Inc,Finance & FinTech,USA,Los Angeles,Agoura Hills,operating,10500000.0,1,2014-05-24,2015-10-07,2015-10-07
HiyaCar,Transportation & Automotive,Unknown,Unknown,Unknown,operating,471803.715607118,1,2013-09-13,2015-08-20,2015-08-20
hiyalife,Media & Entertainment,GBR,London,London,operating,639062.0,3,2011-07-01,2012-01-01,2013-02-01
HizliYOL Technology,Business Services,TUR,Istanbul,Istanbul,closed,25000.0,1,2010-06-12,2015-06-04,2015-06-04
HKS MediaGroup,Marketing & Advertising,USA,Houston,Houston,operating,850000.0,2,2011-08-26,2012-06-20,2012-08-21
HLA Data Systems,Health & Biotechnology,Unknown,Unknown,Unknown,closed,475000.0,1,2011-12-13,2015-01-01,2015-01-01
HLH ELECTRONICS,Technology,DNK,DNK - Other,Korsør,operating,347000.0,1,1926-01-01,2007-01-29,2007-01-29
Hlidacky.cz,Technology,CZE,Prague,Prague,operating,10000.0,1,2013-01-01,2013-03-11,2013-03-11
Hlongwane Capital,Finance & FinTech,Unknown,Unknown,Unknown,operating,10000.0,1,2012-01-01,2014-04-17,2014-04-17
HLR Properties,Business Services,USA,Denver,Denver,operating,25000000.0,1,2014-06-12,2014-06-12,2014-06-12
HLS Therapeutics,Health & Biotechnology,CAN,Toronto,Caledon,operating,142787710.0,2,2012-06-27,2015-07-17,2015-08-26
Hmall.ma Morocco / North Africa,E-Commerce & Retail,MAR,Casablanca,Casablanca,operating,1600000.0,1,2012-06-19,2013-08-13,2013-08-13
Hmizate.ma,E-Commerce & Retail,MAR,Casablanca,Casablanca,operating,1600000.0,2,2010-11-19,2011-02-21,2013-08-06
HMP Communications,Unknown,USA,Philadelphia,Malvern,operating,3900000.0,1,2006-11-27,2008-04-29,2008-04-29
HMS Health,Health & Biotechnology,USA,St. Louis,Chesterfield,operating,1355000.0,1,2006-05-09,2009-05-28,2009-05-28
HMT Technology,Media & Entertainment,USA,SF Bay Area,Fremont,ipo,13700000.0,1,1994-09-10,1995-11-30,1995-11-30
HN Discounts Corporation,E-Commerce & Retail,USA,Atlanta,Lawrenceville,closed,25000.0,1,2011-10-01,2011-10-01,2011-10-01
HNNG,Energy & Clean Tech,USA,Houston,Houston,closed,500000.0,2,2002-02-07,2005-01-01,2006-04-01
Hoana Medical,Technology,USA,Honolulu,Honolulu,operating,6695600.0,3,2000-01-01,2006-12-06,2012-01-04
Hoard,Transportation & Automotive,DEU,Berlin,Berlin,operating,25000.0,2,2013-01-01,2014-05-12,2014-09-24
Hoardspot,Unknown,DEU,Berlin,Berlin,closed,2000000.0,2,2012-08-08,2014-01-09,2014-09-18
Hobby,Other,USA,SF Bay Area,Palo Alto,operating,919997.0,1,2014-01-01,2014-07-27,2014-07-27
hobbyDB,Technology,USA,Denver,Boulder,operating,118000.0,1,2014-03-19,2015-06-14,2015-06-14
Hoblee,Technology,CHL,Santiago,Santiago,operating,25000.0,1,2012-12-18,2012-12-18,2012-12-18
Hobo Labs,Media & Entertainment,USA,SF Bay Area,Berkeley,operating,4025000.0,2,2014-03-13,2014-05-01,2014-09-02
Hobobe,Food & Hospitality,USA,SF Bay Area,Mountain View,operating,637500.0,1,2013-01-01,2014-01-30,2014-01-30
Hobzy,E-Commerce & Retail,GBR,London,London,operating,387715.117270899,2,2011-01-01,2013-08-30,2013-09-02
hoccer,Technology,Unknown,Unknown,Unknown,operating,64330000.0,1,2009-01-01,2014-03-27,2014-03-27
Hochy eto,Food & Hospitality,RUS,St. Petersburg,Saint Petersburg,closed,167000.0,1,2011-03-02,2012-05-14,2012-05-14
Hoffman Family Cellars,Food & Hospitality,USA,Napa Valley,Sonoma,operating,15000.0,1,2006-07-20,2013-12-23,2013-12-23
Hoffmeister Leuchten,Technology,DEU,DEU - Other,Schalksmühle,operating,993000.0,1,1910-01-01,2013-04-01,2013-04-01
Hoita Inc,Technology,Unknown,Unknown,Unknown,operating,5000000.0,1,2011-04-15,2013-01-01,2013-01-01
Hojah Food Delivery,Unknown,NGA,NGA - Other,Ilorin,operating,1000.0,1,2015-06-04,2015-10-01,2015-10-01
Hojo.pl,E-Commerce & Retail,POL,Warsaw,Warsaw,operating,765320.0,1,2013-01-30,2014-03-17,2014-03-17
Hojoki,Technology,DEU,Chemnitz,Chemnitz,operating,620000.0,2,2011-03-01,2011-11-22,2012-11-01
Hokey Pokey,Finance & FinTech,IND,Mumbai,Mumbai,operating,790000.0,2,2011-07-15,2013-08-21,2015-04-21
HOKO,Technology,GBR,London,London,operating,979000.0,1,2015-01-01,2015-02-05,2015-02-05
Hola,Technology,ISR,Tel Aviv,Tel Aviv,operating,24000000.0,2,2008-03-01,2008-07-09,2015-09-15
Holachef,Food & Hospitality,IND,Mumbai,Mumbai,operating,3420000.0,2,2014-01-01,2015-02-02,2015-06-21
Holaira,Health & Biotechnology,USA,Minneapolis,Plymouth,operating,42000000.0,1,2008-01-01,2014-04-03,2014-04-03
Holdaway Medical Holdings,Health & Biotechnology,USA,Dallas,Dallas,operating,608747.0,1,2006-04-05,2009-04-24,2009-04-24
Holdings Industries,Finance & FinTech,USA,Chicago,Chicago,operating,2520000.0,2,2014-11-21,2014-11-21,2015-01-10
Hole 19,Technology,PRT,PRT - Other,Évora,operating,909161.0,1,2011-05-01,2013-02-01,2013-02-01
Holganix,Health & Biotechnology,USA,Philadelphia,Glen Mills,operating,300000.0,2,2010-01-01,2012-01-19,2015-01-20
Holiday Propane,Unknown,USA,WY - Other,Jackson,operating,3900000.0,1,2011-01-15,2013-11-26,2013-11-26
Holidaycheck,Food & Hospitality,CHE,CHE - Other,Bottighofen,acquired,2858250.0,1,2004-01-01,2006-07-01,2006-07-01
HolidayGang.com,Social & Communication,GBR,London,London,closed,55000.0,1,2013-09-01,2014-12-31,2014-12-31
HolidayIQ,Food & Hospitality,IND,Bangalore,Bangalore,operating,20000000.0,2,2004-01-01,2013-02-07,2015-07-20
HolidayMe,Food & Hospitality,ARE,Dubai,Dubai,operating,4000000.0,1,2013-11-01,2015-01-14,2015-01-14
Holidify,Technology,IND,New Delhi,New Delhi,operating,100000.0,1,2014-01-01,2015-10-17,2015-10-17
Holidog,E-Commerce & Retail,USA,New York City,New York,operating,150000.0,2,2012-02-01,2013-05-05,2015-09-08
Holidu,Other,DEU,Munich,Munich,operating,900000.0,1,2014-01-01,2014-08-02,2014-08-02
Holimetrix,Manufacturing & Industrial,FRA,Lyon,Lyon,operating,3791818.0,1,2012-08-15,2015-07-21,2015-07-21
Holisol logistics,Transportation & Automotive,IND,New Delhi,New Delhi,operating,1500000.0,1,2009-01-01,2014-08-25,2014-08-25
Holla@Me,Social & Communication,GBR,London,London,operating,67000.0,1,2011-11-01,2011-11-01,2011-11-01
Hollar,Unknown,Unknown,Unknown,Unknown,closed,12000000.0,1,2015-11-05,2015-12-03,2015-12-03
Hollison Technologies,Food & Hospitality,USA,KY - Other,Owensboro,operating,250000.0,1,2008-07-03,2009-09-15,2009-09-15
HOLLR,Media & Entertainment,USA,"Orange County, California",Long Beach,operating,500000.0,1,2011-09-01,2011-09-01,2011-09-01
Hollywood Interactive Group,Technology,USA,Los Angeles,Los Angeles,closed,5000000.0,1,2006-12-31,2008-09-18,2008-09-18
Hollywood Vision Center,Health & Biotechnology,USA,Los Angeles,Los Angeles,operating,700.0,1,1919-06-12,2014-08-06,2014-08-06
Holochip,Manufacturing & Industrial,USA,Albuquerque,Albuquerque,closed,2700000.0,1,2005-01-24,2007-12-30,2007-12-30
Hologic,Health & Biotechnology,USA,Boston,Bedford,ipo,450000000.0,1,1985-01-01,2010-11-30,2010-11-30
Holograam,Marketing & Advertising,URY,Montevideo,Montevideo,operating,25000.0,1,2009-03-26,2010-06-10,2010-06-10
Holographic Projection for Architecture,Real Estate & Construction,Unknown,Unknown,Unknown,operating,12500.0,1,2013-02-02,2014-07-01,2014-07-01
Holvi,Finance & FinTech,FIN,Helsinki,Helsinki,operating,2716125.0,3,2011-01-01,2011-08-01,2014-05-22
HolyTransaction,Finance & FinTech,USA,SF Bay Area,Sunnyvale,operating,25000.0,1,2012-11-16,2014-04-01,2014-04-01
Home-Account,Finance & FinTech,USA,SF Bay Area,San Francisco,acquired,1000000.0,2,2008-11-01,2009-04-16,2009-07-16
HOME AND DEED,Real Estate & Construction,USA,Lansing,Lansing,operating,40000.0,1,2014-12-30,2015-01-07,2015-01-07
Home Bancorp,Finance & FinTech,USA,"Lafayette, Louisiana",Lafayette,ipo,16500000.0,1,1908-01-01,2015-03-10,2015-03-10
Home Comfort Zones,Technology,USA,"Portland, Oregon",Beaverton,acquired,1250000.0,1,2002-01-01,2010-04-19,2010-04-19
Home Decor Products,Unknown,USA,Newark,Edison,closed,65000000.0,1,2000-01-01,2006-12-19,2006-12-19
Home Delivery Service (HDS),E-Commerce & Retail,USA,SF Bay Area,Palo Alto,operating,1800000.0,1,2011-11-17,2013-01-01,2013-01-01
Home Dialysis Plus,Health & Biotechnology,USA,SF Bay Area,Sunnyvale,operating,9500000.0,1,2003-01-01,2011-02-25,2011-02-25
Home eat Home,Technology,DEU,Berlin,Berlin,operating,993000.0,1,2012-04-14,2014-01-01,2014-01-01
Home Environmental Systems,Business Services,USA,"Columbia, South Carolina",Cheraw,operating,600000.0,1,2012-08-22,2013-09-14,2013-09-14
